Recency,Frequency,Monetary,Total_Quantity,Total_Revenue,Invoice_Count,Unique_Products,Average_Order_Value
254,1,253.88,167,253.88,1,20,253.88
213,2,628.09,382,628.09,2,36,314.045
254,1,421.45,177,421.45,1,25,421.45
12,3,1130.2,598,1130.2,3,64,376.73333333333335
53,2,1408.96,997,1408.96,2,72,704.48
53,2,323.09000000000003,159,323.09000000000003,2,15,161.54500000000002
78,1,352.8,168,352.8,1,11,352.8
4,10,4292.59,1423,4292.59,10,75,429.259
52,5,1184.6,1072,1184.6,5,46,236.92
88,3,1610.62,625,1610.62,3,35,536.8733333333333
26,3,772.83,476,772.83,3,38,257.61
183,4,662.33,513,662.33,4,34,165.5825
2,2,495.72,336,495.72,2,27,247.86
70,2,409.25,283,409.25,2,17,204.625
37,1,130.95,157,130.95,1,15,130.95
325,1,76.74000000000001,58,76.74000000000001,1,6,76.74000000000001
30,3,384.56,112,384.56,3,47,128.18666666666667
105,1,450.16,278,450.16,1,28,450.16
63,3,533.11,479,533.11,3,9,177.70333333333335
65,6,7493.77,4761,7493.77,6,118,1248.9616666666668
15,1,209.89000000000001,78,209.89000000000001,1,31,209.89000000000001
73,6,2139.0,1030,2139.0,6,90,356.5
39,1,136.01,181,136.01,1,32,136.01
129,1,321.78000000000003,158,321.78000000000003,1,9,321.78000000000003
7,18,2101.61,967,2101.61,18,144,116.75611111111112
192,2,641.13,200,641.13,2,39,320.565
21,1,234.19,180,234.19,1,40,234.19
92,1,134.0,48,134.0,1,8,134.0
36,2,465.84000000000003,267,465.84000000000003,2,65,232.92000000000002
36,3,434.2,145,434.2,3,44,144.73333333333332
33,3,947.98,686,947.98,3,72,315.99333333333334
112,3,285.41,243,285.41,3,17,95.13666666666667
7,7,1202.77,473,1202.77,7,245,171.8242857142857
190,2,236.56,131,236.56,2,38,118.28
2,2,249.89000000000001,117,249.89000000000001,2,80,124.94500000000001
138,3,1306.96,503,1306.96,3,186,435.65333333333336
74,4,900.63,330,900.63,4,82,225.1575
191,1,103.95,18,103.95,1,18,103.95
4,3,496.26,377,496.26,3,110,165.42
14,2,424.71000000000004,291,424.71000000000004,2,42,212.35500000000002
365,1,204.26,42,204.26,1,23,204.26
16,2,678.55,470,678.55,2,107,339.275
3,7,1360.31,762,1360.31,7,188,194.32999999999998
7,11,1923.57,640,1923.57,11,80,174.87
64,3,851.33,327,851.33,3,116,283.7766666666667
1,5,722.0500000000001,232,722.0500000000001,5,62,144.41000000000003
358,1,252.59,61,252.59,1,20,252.59
271,2,255.25,161,255.25,2,30,127.625
57,4,1904.93,664,1904.93,4,63,476.2325
287,2,310.47,147,310.47,2,10,155.235
22,5,921.5,58,921.5,5,11,184.3
8,3,536.04,320,536.04,3,100,178.67999999999998
268,1,1460.3600000000001,560,1460.3600000000001,1,37,1460.3600000000001
58,10,2137.72,1345,2137.72,10,218,213.772
4,14,2515.76,1003,2515.76,14,144,179.69714285714286
47,1,355.45,81,355.45,1,23,355.45
78,2,255.03,121,255.03,2,28,127.515
208,1,611.08,281,611.08,1,122,611.08
11,13,6088.05,2846,6088.05,13,227,468.3115384615385
176,1,125.65,123,125.65,1,18,125.65
7,5,1169.6100000000001,197,1169.6100000000001,5,63,233.92200000000003
9,13,1199.08,588,1199.08,13,85,92.23692307692308
5,3,629.4,305,629.4,3,84,209.79999999999998
59,2,262.32,135,262.32,2,77,131.16
25,7,2536.07,1245,2536.07,7,182,362.2957142857143
19,4,1152.1100000000001,539,1152.1100000000001,4,77,288.02750000000003
17,3,530.86,273,530.86,3,55,176.95333333333335
21,1,286.39,168,286.39,1,81,286.39
135,1,196.25,123,196.25,1,49,196.25
17,5,4283.68,2508,4283.68,5,426,856.7360000000001
124,3,433.84999999999997,229,433.84999999999997,3,38,144.61666666666665
86,5,3377.78,2334,3377.78,5,220,675.556
247,1,33.0,12,33.0,1,2,33.0
175,2,482.76,2,482.76,2,1,241.38
245,1,101.36,27,101.36,1,7,101.36
29,14,4202.66,3164,4202.66,14,159,300.19
19,5,1222.04,509,1222.04,5,69,244.408
98,4,548.73,343,548.73,4,30,137.1825
65,4,433.75,477,433.75,4,15,108.4375
3,8,2535.21,1820,2535.21,8,84,316.90125
77,3,628.22,251,628.22,3,61,209.40666666666667
15,11,3996.7999999999997,3032,3996.7999999999997,11,71,363.3454545454545
4,4,790.74,557,790.74,4,26,197.685
71,1,778.49,514,778.49,1,69,778.49
26,5,1483.83,1188,1483.83,5,267,296.76599999999996
24,2,560.39,357,560.39,2,38,280.195
45,1,251.04,158,251.04,1,15,251.04
369,2,207.85,49,207.85,2,6,103.925
262,1,71.4,12,71.4,1,2,71.4
18,2,749.0,183,749.0,2,54,374.5
22,1,127.0,60,127.0,1,6,127.0
158,2,365.5,70,365.5,2,5,182.75
59,3,926.12,586,926.12,3,44,308.70666666666665
31,4,496.0,142,496.0,4,25,124.0
302,2,424.55,119,424.55,2,28,212.275
19,3,1007.74,586,1007.74,3,32,335.91333333333336
64,1,394.37,251,394.37,1,25,394.37
5,5,1748.15,1087,1748.15,5,67,349.63
40,7,5891.01,2747,5891.01,7,476,841.5728571428572
12,13,5459.04,1271,5459.04,13,87,419.92615384615385
81,9,3015.55,1499,3015.55,9,64,335.06111111111113
12,4,904.6,270,904.6,4,105,226.15
15,1,256.55,115,256.55,1,13,256.55
58,1,165.0,100,165.0,1,1,165.0
57,1,1041.21,793,1041.21,1,74,1041.21
23,8,3862.19,1201,3862.19,8,154,482.77375
99,2,1950.95,285,1950.95,2,19,975.475
18,3,666.6500000000001,375,666.6500000000001,3,28,222.2166666666667
80,1,107.0,28,107.0,1,2,107.0
32,2,406.3,305,406.3,2,26,203.15
12,8,2651.23,1618,2651.23,8,60,331.40375
79,4,1077.82,586,1077.82,4,32,269.455
38,4,828.21,494,828.21,4,90,207.0525
28,2,1012.22,462,1012.22,2,21,506.11
106,2,622.36,691,622.36,2,14,311.18
28,4,853.49,300,853.49,4,77,213.3725
73,1,230.17000000000002,120,230.17000000000002,1,15,230.17000000000002
65,1,81.36,24,81.36,1,1,81.36
187,1,242.06,336,242.06,1,10,242.06
283,2,400.8,606,400.8,2,12,200.4
361,1,360.61,251,360.61,1,34,360.61
212,1,552.4,309,552.4,1,41,552.4
1,13,5416.35,3918,5416.35,13,76,416.6423076923077
23,4,1367.6,280,1367.6,4,16,341.9
4,8,2703.03,1799,2703.03,8,270,337.87875
178,2,935.62,860,935.62,2,64,467.81
78,6,1182.22,992,1182.22,6,35,197.03666666666666
68,1,189.0,72,189.0,1,9,189.0
53,3,800.1800000000001,530,800.1800000000001,3,48,266.7266666666667
9,4,1152.8700000000001,789,1152.8700000000001,4,28,288.21750000000003
5,2,54.15,35,54.15,2,4,27.075
82,3,433.07,229,433.07,3,29,144.35666666666665
217,3,1593.83,856,1593.83,3,85,531.2766666666666
18,5,1421.3,865,1421.3,5,19,284.26
14,4,2393.5,1360,2393.5,4,22,598.375
183,8,2984.32,1667,2984.32,8,183,373.04
33,1,302.65000000000003,121,302.65000000000003,1,12,302.65000000000003
45,2,530.9,284,530.9,2,26,265.45
227,2,180.06,98,180.06,2,4,90.03
19,1,176.9,76,176.9,1,12,176.9
51,1,630.77,507,630.77,1,41,630.77
240,1,1954.99,689,1954.99,1,44,1954.99
186,1,13.52,8,13.52,1,1,13.52
33,3,583.71,376,583.71,3,48,194.57000000000002
11,4,858.47,618,858.47,4,87,214.6175
10,11,11013.82,5218,11013.82,11,91,1001.2563636363636
12,2,488.24,188,488.24,2,28,244.12
80,4,1264.05,1126,1264.05,4,57,316.0125
67,3,1188.33,651,1188.33,3,71,396.10999999999996
73,4,1146.33,583,1146.33,4,52,286.5825
11,10,4287.5,1600,4287.5,10,157,428.75
11,5,1462.95,837,1462.95,5,27,292.59000000000003
82,3,465.6,328,465.6,3,92,155.20000000000002
81,1,232.85000000000002,83,232.85000000000002,1,24,232.85000000000002
374,1,128.60000000000002,26,128.60000000000002,1,8,128.60000000000002
232,1,294.74,129,294.74,1,48,294.74
5,5,2506.54,1728,2506.54,5,208,501.308
1,4,645.8100000000001,472,645.8100000000001,4,67,161.45250000000001
43,6,2177.39,1129,2177.39,6,100,362.8983333333333
273,2,194.7,82,194.7,2,6,97.35
362,1,228.34,93,228.34,1,17,228.34
360,3,454.54,322,454.54,3,8,151.51333333333335
4,27,4601.69,2267,4601.69,27,204,170.43296296296296
9,6,3084.58,1827,3084.58,6,123,514.0966666666667
46,1,133.18,101,133.18,1,41,133.18
17,4,1364.68,737,1364.68,4,57,341.17
261,1,273.35,212,273.35,1,20,273.35
198,1,203.05,19,203.05,1,4,203.05
65,6,1402.51,493,1402.51,6,100,233.75166666666667
28,3,401.67,219,401.67,3,22,133.89000000000001
214,1,306.0,36,306.0,1,1,306.0
15,5,669.91,403,669.91,5,19,133.982
31,4,660.48,304,660.48,4,121,165.12
30,4,2728.18,1477,2728.18,4,65,682.045
45,6,2644.01,1183,2644.01,6,26,440.66833333333335
32,1,2253.22,1476,2253.22,1,132,2253.22
12,23,6285.27,2798,6285.27,23,373,273.2726086956522
373,1,221.53,113,221.53,1,12,221.53
22,1,128.45,35,128.45,1,4,128.45
10,6,1105.53,441,1105.53,6,17,184.255
3,11,3961.44,2087,3961.44,11,165,360.1309090909091
73,7,3737.38,2638,3737.38,7,192,533.9114285714286
228,1,235.88,114,235.88,1,13,235.88
59,1,100.2,60,100.2,1,4,100.2
66,4,1248.09,1077,1248.09,4,54,312.0225
19,7,2675.8,1220,2675.8,7,128,382.25714285714287
1,2,363.66,190,363.66,2,84,181.83
17,3,591.07,125,591.07,3,10,197.02333333333334
169,1,582.17,317,582.17,1,40,582.17
30,3,885.32,360,885.32,3,28,295.1066666666667
358,1,424.3,471,424.3,1,32,424.3
59,1,474.03000000000003,149,474.03000000000003,1,19,474.03000000000003
25,1,481.58000000000004,153,481.58000000000004,1,51,481.58000000000004
33,4,5255.24,2704,5255.24,4,197,1313.81
299,1,174.95,31,174.95,1,9,174.95
42,2,410.42,200,410.42,2,22,205.21
156,2,336.6,86,336.6,2,32,168.3
61,1,227.97,299,227.97,1,19,227.97
138,1,197.57,130,197.57,1,44,197.57
210,6,2305.59,913,2305.59,6,122,384.26500000000004
184,4,1923.99,513,1923.99,4,75,480.9975
284,1,389.78,392,389.78,1,47,389.78
38,1,314.74,106,314.74,1,12,314.74
24,3,432.18,288,432.18,3,19,144.06
75,2,631.87,430,631.87,2,31,315.935
17,4,1026.98,646,1026.98,4,149,256.745
64,5,1155.0300000000002,340,1155.0300000000002,5,27,231.00600000000003
156,1,31.85,5,31.85,1,2,31.85
88,2,1220.91,963,1220.91,2,62,610.455
110,5,9730.09,7377,9730.09,5,16,1946.018
78,1,212.1,46,212.1,1,13,212.1
7,4,798.03,684,798.03,4,79,199.5075
298,1,231.68,256,231.68,1,14,231.68
52,6,1099.81,680,1099.81,6,125,183.30166666666665
25,6,4036.77,1898,4036.77,6,217,672.795
25,13,8915.99,4677,8915.99,13,226,685.8453846153845
54,4,727.58,423,727.58,4,138,181.895
40,3,696.25,241,696.25,3,67,232.08333333333334
53,2,880.97,314,880.97,2,82,440.485
148,4,3120.91,2591,3120.91,4,168,780.2275
71,10,5102.86,1976,5102.86,10,156,510.28599999999994
88,5,1485.36,426,1485.36,5,41,297.072
87,1,143.10000000000002,18,143.10000000000002,1,6,143.10000000000002
12,6,1357.95,397,1357.95,6,64,226.32500000000002
371,1,231.90000000000003,42,231.90000000000003,1,4,231.90000000000003
61,1,327.0,60,327.0,1,2,327.0
163,5,640.76,745,640.76,5,31,128.152
127,1,591.87,391,591.87,1,39,591.87
116,17,4832.900000000001,1920,4832.900000000001,17,69,284.28823529411767
183,2,713.03,369,713.03,2,37,356.515
113,2,560.71,237,560.71,2,27,280.355
10,11,6691.13,5534,6691.13,11,164,608.2845454545454
80,1,856.01,537,856.01,1,52,856.01
81,2,406.68,465,406.68,2,24,203.34
17,5,1635.64,688,1635.64,5,72,327.12800000000004
15,3,867.11,429,867.11,3,64,289.0366666666667
134,1,400.2,220,400.2,1,21,400.2
214,1,320.95,145,320.95,1,21,320.95
10,2,178.68,152,178.68,2,8,89.34
297,1,159.68,40,159.68,1,9,159.68
66,2,638.81,735,638.81,2,24,319.405
162,2,596.1899999999999,406,596.1899999999999,2,25,298.09499999999997
141,1,119.5,40,119.5,1,29,119.5
367,1,432.96000000000004,100,432.96000000000004,1,31,432.96000000000004
18,3,795.47,335,795.47,3,44,265.1566666666667
58,7,1452.8,1139,1452.8,7,149,207.54285714285714
9,2,225.45000000000002,243,225.45000000000002,2,7,112.72500000000001
58,2,321.3,54,321.3,2,4,160.65
205,2,198.41000000000003,73,198.41000000000003,2,14,99.20500000000001
227,3,229.46,119,229.46,3,38,76.48666666666666
162,1,263.76,282,263.76,1,13,263.76
82,6,2118.7000000000003,1241,2118.7000000000003,6,79,353.11666666666673
196,3,569.88,375,569.88,3,59,189.96
39,5,1281.83,2057,1281.83,5,143,256.366
4,11,2726.77,1362,2726.77,11,200,247.8881818181818
172,1,75.28,45,75.28,1,20,75.28
22,2,610.74,414,610.74,2,12,305.37
166,1,549.88,301,549.88,1,31,549.88
291,1,562.98,486,562.98,1,31,562.98
63,1,327.75,154,327.75,1,84,327.75
1,2,521.66,242,521.66,2,73,260.83
218,1,135.04000000000002,232,135.04000000000002,1,8,135.04000000000002
23,4,356.71,367,356.71,4,25,89.1775
159,3,853.32,773,853.32,3,119,284.44
56,1,160.65,55,160.65,1,8,160.65
24,4,2004.01,1751,2004.01,4,84,501.0025
10,5,3940.13,2005,3940.13,5,89,788.0260000000001
52,2,615.27,1330,615.27,2,18,307.635
288,1,292.62,233,292.62,1,55,292.62
31,1,111.15,101,111.15,1,21,111.15
285,3,595.7,723,595.7,3,36,198.5666666666667
28,1,251.72,242,251.72,1,47,251.72
5,6,1729.43,1022,1729.43,6,126,288.23833333333334
94,2,567.56,580,567.56,2,25,283.78
2,7,2401.07,1003,2401.07,7,76,343.01000000000005
100,1,186.15,104,186.15,1,11,186.15
190,1,63.6,21,63.6,1,13,63.6
255,1,96.6,69,96.6,1,18,96.6
4,9,2226.96,1240,2226.96,9,167,247.44
52,1,144.9,99,144.9,1,24,144.9
53,7,1269.76,766,1269.76,7,167,181.3942857142857
227,3,642.14,426,642.14,3,58,214.04666666666665
113,5,1250.8600000000001,735,1250.8600000000001,5,71,250.17200000000003
4,2,433.99,109,433.99,2,49,216.995
137,1,100.86000000000001,65,100.86000000000001,1,8,100.86000000000001
217,1,131.15,36,131.15,1,5,131.15
80,2,501.98,447,501.98,2,34,250.99
4,7,1081.8600000000001,1032,1081.8600000000001,7,44,154.5514285714286
3,7,1269.89,1033,1269.89,7,107,181.41285714285715
199,10,5750.08,2102,5750.08,10,104,575.008
25,15,3940.08,1957,3940.08,15,348,262.67199999999997
84,2,369.98,167,369.98,2,32,184.99
8,7,1354.82,747,1354.82,7,41,193.54571428571427
46,6,1013.13,330,1013.13,6,44,168.855
11,2,679.44,309,679.44,2,58,339.72
7,17,3982.66,1874,3982.66,17,345,234.2741176470588
23,3,806.95,365,806.95,3,8,268.98333333333335
232,1,130.60000000000002,108,130.60000000000002,1,7,130.60000000000002
21,12,2736.64,859,2736.64,12,116,228.0533333333333
92,3,1754.24,848,1754.24,3,27,584.7466666666667
5,44,11920.43,4704,11920.43,44,265,270.91886363636365
19,4,871.14,803,871.14,4,85,217.785
325,1,200.18,232,200.18,1,15,200.18
182,2,38.92,36,38.92,2,6,19.46
117,1,181.89000000000001,63,181.89000000000001,1,34,181.89000000000001
64,1,68.03,79,68.03,1,27,68.03
18,2,529.15,269,529.15,2,35,264.575
37,1,198.29,146,198.29,1,36,198.29
26,2,490.21999999999997,356,490.21999999999997,2,99,245.10999999999999
117,3,258.93,158,258.93,3,14,86.31
72,2,189.78,187,189.78,2,14,94.89
32,2,417.3,188,417.3,2,46,208.65
4,5,1239.11,712,1239.11,5,159,247.82199999999997
47,1,120.95,23,120.95,1,6,120.95
145,1,221.59,95,221.59,1,43,221.59
2,7,1504.26,342,1504.26,7,5,214.8942857142857
60,1,268.28,217,268.28,1,70,268.28
135,2,205.14,90,205.14,2,43,102.57
81,7,970.25,551,970.25,7,23,138.60714285714286
21,1,491.81,314,491.81,1,110,491.81
105,2,601.45,420,601.45,2,45,300.725
372,1,204.3,113,204.3,1,46,204.3
60,1,141.12,133,141.12,1,12,141.12
31,1,465.4,194,465.4,1,52,465.4
19,1,114.1,71,114.1,1,23,114.1
38,1,502.49,187,502.49,1,50,502.49
201,1,25.2,16,25.2,1,2,25.2
74,1,118.86,74,118.86,1,6,118.86
10,6,797.85,295,797.85,6,2,132.975
92,2,623.08,466,623.08,2,107,311.54
14,1,188.46,179,188.46,1,15,188.46
25,2,1140.58,707,1140.58,2,80,570.29
264,2,407.94,134,407.94,2,41,203.97
36,2,237.81,251,237.81,2,46,118.905
3,16,3000.5,1507,3000.5,16,233,187.53125
26,4,1050.8,498,1050.8,4,129,262.7
12,6,1110.78,724,1110.78,6,130,185.13
17,6,974.95,742,974.95,6,96,162.49166666666667
108,2,271.75,131,271.75,2,14,135.875
30,8,1896.57,1093,1896.57,8,84,237.07125
305,2,467.79,297,467.79,2,17,233.895
366,1,338.13,216,338.13,1,32,338.13
10,3,455.84,465,455.84,3,38,151.94666666666666
75,2,336.62,251,336.62,2,52,168.31
26,2,393.64,467,393.64,2,37,196.82
260,1,131.15,79,131.15,1,52,131.15
170,1,111.5,73,111.5,1,5,111.5
284,1,2135.46,1006,2135.46,1,9,2135.46
29,2,1151.04,2256,1151.04,2,5,575.52
31,11,3999.8900000000003,3667,3999.8900000000003,11,22,363.6263636363637
29,2,4511.76,5148,4511.76,2,5,2255.88
17,2,237.64000000000001,140,237.64000000000001,2,22,118.82000000000001
23,2,1025.1,402,1025.1,2,1,512.55
28,4,2181.71,1750,2181.71,4,71,545.4275
29,9,2376.51,1767,2376.51,9,92,264.0566666666667
11,5,3318.35,1225,3318.35,5,196,663.67
56,1,124.45,44,124.45,1,35,124.45
361,1,157.32999999999998,59,157.32999999999998,1,17,157.32999999999998
305,1,29.099999999999998,14,29.099999999999998,1,3,29.099999999999998
4,4,1695.15,758,1695.15,4,59,423.7875
30,4,1008.05,426,1008.05,4,159,252.0125
12,5,922.59,631,922.59,5,115,184.518
43,5,644.52,666,644.52,5,91,128.904
2,9,1311.64,693,1311.64,9,85,145.73777777777778
46,2,512.77,405,512.77,2,33,256.385
44,2,312.35,136,312.35,2,82,156.175
45,2,152.35,59,152.35,2,3,76.175
309,1,104.7,86,104.7,1,6,104.7
367,3,475.42,288,475.42,3,63,158.47333333333333
180,2,59.900000000000006,2,59.900000000000006,2,2,29.950000000000003
164,5,838.27,794,838.27,5,82,167.654
42,1,328.13,251,328.13,1,20,328.13
19,2,497.04,210,497.04,2,34,248.52
108,1,81.12,48,81.12,1,1,81.12
11,9,5395.79,2721,5395.79,9,351,599.5322222222222
1,2,119.0,36,119.0,2,5,59.5
2,8,9935.93,5195,9935.93,8,213,1241.99125
2,3,1006.53,634,1006.53,3,180,335.51
15,4,1227.54,521,1227.54,4,31,306.885
12,5,1066.3,398,1066.3,5,49,213.26
364,1,299.74,135,299.74,1,36,299.74
11,6,1066.94,1667,1066.94,6,110,177.82333333333335
9,12,2509.84,1906,2509.84,12,293,209.15333333333334
73,4,1285.69,1368,1285.69,4,185,321.4225
16,4,674.16,670,674.16,4,66,168.54
30,3,612.381,408,612.381,3,65,204.12699999999998
63,9,1401.08,270,1401.08,9,29,155.67555555555555
332,1,36.25,15,36.25,1,5,36.25
127,2,1502.0,968,1502.0,2,6,751.0
64,3,1740.8999999999999,1525,1740.8999999999999,3,73,580.3
22,1,273.31,249,273.31,1,28,273.31
190,4,768.25,759,768.25,4,62,192.0625
12,3,500.2,240,500.2,3,84,166.73333333333332
284,1,156.6,76,156.6,1,23,156.6
21,3,632.27,296,632.27,3,90,210.75666666666666
312,2,383.59000000000003,223,383.59000000000003,2,26,191.79500000000002
36,5,711.8100000000001,358,711.8100000000001,5,84,142.36200000000002
31,3,920.46,499,920.46,3,34,306.82
12,17,7510.24,4772,7510.24,17,308,441.77882352941174
22,7,3417.13,3266,3417.13,7,236,488.1614285714286
68,2,1077.24,504,1077.24,2,120,538.62
11,6,879.42,942,879.42,6,110,146.57
91,1,979.2,1152,979.2,1,1,979.2
259,3,236.97,130,236.97,3,55,78.99
17,20,3010.13,1116,3010.13,20,261,150.50650000000002
54,3,520.58,330,520.58,3,31,173.52666666666667
31,1,231.34,70,231.34,1,14,231.34
67,1,260.45,113,260.45,1,17,260.45
40,2,250.44,158,250.44,2,27,125.22
1,60,14174.25,5486,14174.25,60,415,236.2375
10,1,10.95,1,10.95,1,1,10.95
70,3,645.0,252,645.0,3,5,215.0
4,12,19726.76,20118,19726.76,12,30,1643.8966666666665
71,7,836.88,432,836.88,7,14,119.55428571428571
89,1,110.7,12,110.7,1,2,110.7
103,1,171.15,33,171.15,1,5,171.15
21,1,126.35000000000001,53,126.35000000000001,1,10,126.35000000000001
56,7,1415.81,1487,1415.81,7,29,202.25857142857143
10,27,25381.65,10268,25381.65,27,40,940.0611111111111
56,1,149.3,49,149.3,1,12,149.3
86,1,168.65,173,168.65,1,14,168.65
46,2,381.15000000000003,238,381.15000000000003,2,45,190.57500000000002
144,1,97.5,66,97.5,1,3,97.5
7,7,1476.3,414,1476.3,7,11,210.9
52,1,516.87,441,516.87,1,44,516.87
217,3,2525.44,1097,2525.44,3,209,841.8133333333334
177,1,114.85,34,114.85,1,11,114.85
5,12,2461.68,869,2461.68,12,99,205.14
86,1,118.95,77,118.95,1,13,118.95
45,8,15874.300000000001,17931,15874.300000000001,8,53,1984.2875000000001
2,11,2704.63,1337,2704.63,11,88,245.87545454545455
47,1,552.9,426,552.9,1,23,552.9
136,2,283.44,160,283.44,2,6,141.72
57,8,7021.66,3984,7021.66,8,40,877.7075
22,2,646.44,302,646.44,2,32,323.22
8,10,3159.46,1866,3159.46,10,132,315.946
40,2,560.14,302,560.14,2,10,280.07
59,4,1471.52,4156,1471.52,4,6,367.88
29,15,10405.03,4467,10405.03,15,224,693.6686666666667
184,1,164.18,76,164.18,1,16,164.18
23,1,206.6,232,206.6,1,12,206.6
3,8,2273.95,1211,2273.95,8,81,284.24375
9,4,485.6,234,485.6,4,24,121.4
22,3,1059.41,807,1059.41,3,46,353.1366666666667
17,5,1615.39,1285,1615.39,5,75,323.07800000000003
29,1,420.54,331,420.54,1,17,420.54
88,7,3040.51,2093,3040.51,7,118,434.35857142857145
4,18,14562.91,8030,14562.91,18,266,809.0505555555555
32,2,832.54,662,832.54,2,53,416.27
1,3,469.40999999999997,325,469.40999999999997,3,24,156.47
21,7,1363.23,801,1363.23,7,174,194.74714285714285
21,1,266.8,120,266.8,1,39,266.8
47,1,331.35,195,331.35,1,15,331.35
44,3,317.76,88,317.76,3,4,105.92
165,1,369.68,283,369.68,1,52,369.68
80,4,1034.32,450,1034.32,4,39,258.58
291,1,325.74,370,325.74,1,8,325.74
185,1,137.16,36,137.16,1,1,137.16
368,1,293.35,245,293.35,1,21,293.35
17,9,2371.7400000000002,1638,2371.7400000000002,9,113,263.5266666666667
133,46,14523.67,11534,14523.67,46,569,315.7319565217391
23,6,2348.94,1362,2348.94,6,182,391.49
3,7,52422.3,14727,52422.3,7,80,7488.900000000001
98,6,1030.41,484,1030.41,6,51,171.735
1,2,975.5600000000001,508,975.5600000000001,2,59,487.78000000000003
15,9,4247.11,1869,4247.11,9,20,471.90111111111105
17,1,213.08,112,213.08,1,32,213.08
8,12,1605.8400000000001,744,1605.8400000000001,12,83,133.82000000000002
196,2,659.4,394,659.4,2,98,329.7
158,2,617.1800000000001,388,617.1800000000001,2,28,308.59000000000003
61,7,2542.79,1477,2542.79,7,103,363.2557142857143
31,1,102.6,20,102.6,1,4,102.6
11,1,57.8,68,57.8,1,3,57.8
36,12,3180.28,1517,3180.28,12,126,265.02333333333337
3,7,1679.8,1168,1679.8,7,62,239.97142857142856
110,1,321.65000000000003,153,321.65000000000003,1,19,321.65000000000003
264,1,224.81,96,224.81,1,48,224.81
44,2,607.0,270,607.0,2,33,303.5
235,1,1047.0,200,1047.0,1,6,1047.0
31,2,489.86,224,489.86,2,29,244.93
248,2,1144.3,225,1144.3,2,44,572.15
44,2,1272.8000000000002,516,1272.8000000000002,2,40,636.4000000000001
268,1,389.26000000000005,266,389.26000000000005,1,18,389.26000000000005
80,1,370.41,243,370.41,1,24,370.41
123,2,775.64,240,775.64,2,50,387.82
50,1,177.69,74,177.69,1,7,177.69
212,2,209.57,339,209.57,2,14,104.785
364,1,160.55,37,160.55,1,8,160.55
277,1,336.5,136,336.5,1,18,336.5
24,2,658.1800000000001,397,658.1800000000001,2,37,329.09000000000003
3,8,2422.2,1617,2422.2,8,52,302.775
114,2,747.85,295,747.85,2,23,373.925
21,1,100.91,62,100.91,1,8,100.91
137,1,54.7,26,54.7,1,3,54.7
26,1,309.16,138,309.16,1,21,309.16
199,3,1141.84,596,1141.84,3,49,380.6133333333333
26,2,287.25,59,287.25,2,7,143.625
197,1,718.51,375,718.51,1,31,718.51
16,9,6493.14,3756,6493.14,9,160,721.46
186,3,1289.64,686,1289.64,3,47,429.88000000000005
17,7,4191.92,2602,4191.92,7,180,598.8457142857143
56,1,206.08,208,206.08,1,15,206.08
3,31,84541.17,55107,84541.17,31,423,2727.1345161290324
88,8,2542.83,2681,2542.83,8,64,317.85375
44,2,645.6,186,645.6,2,12,322.8
305,1,313.35,149,313.35,1,41,313.35
30,5,963.49,284,963.49,5,76,192.698
14,1,182.62,108,182.62,1,55,182.62
61,2,329.42,267,329.42,2,71,164.71
4,10,3265.4500000000003,2178,3265.4500000000003,10,112,326.545
30,2,554.85,287,554.85,2,29,277.425
74,2,394.14,272,394.14,2,34,197.07
33,2,739.2,256,739.2,2,13,369.6
1,9,2970.14,1172,2970.14,9,60,330.0155555555555
246,2,1240.25,790,1240.25,2,78,620.125
1,3,725.21,421,725.21,3,130,241.73666666666668
163,2,970.12,336,970.12,2,43,485.06
21,1,65.34,30,65.34,1,4,65.34
70,1,34.8,24,34.8,1,1,34.8
87,4,1445.47,757,1445.47,4,69,361.3675
56,2,288.33,195,288.33,2,13,144.165
253,4,1176.84,708,1176.84,4,132,294.21
19,4,1011.7,394,1011.7,4,28,252.925
145,1,119.86,44,119.86,1,31,119.86
277,2,170.1,189,170.1,2,34,85.05
185,1,120.05,62,120.05,1,13,120.05
26,3,944.82,410,944.82,3,80,314.94
26,3,767.54,345,767.54,3,112,255.84666666666666
11,2,727.85,223,727.85,2,22,363.925
14,3,627.96,436,627.96,3,17,209.32000000000002
33,6,2239.48,882,2239.48,6,218,373.24666666666667
8,10,2154.88,1376,2154.88,10,64,215.488
108,3,2270.0,1240,2270.0,3,2,756.6666666666666
61,3,565.43,391,565.43,3,137,188.47666666666666
15,1,142.77,83,142.77,1,8,142.77
368,1,34.0,4,34.0,1,1,34.0
29,1,259.17,54,259.17,1,28,259.17
148,1,167.62,270,167.62,1,12,167.62
31,4,1040.85,953,1040.85,4,21,260.2125
26,3,537.9,237,537.9,3,129,179.29999999999998
214,2,392.38,256,392.38,2,27,196.19
222,1,131.83,67,131.83,1,30,131.83
8,2,1024.55,520,1024.55,2,57,512.275
269,1,374.45,275,374.45,1,61,374.45
17,1,100.0,1,100.0,1,1,100.0
178,1,205.23999999999998,115,205.23999999999998,1,53,205.23999999999998
9,7,496.26000000000005,256,496.26000000000005,7,13,70.89428571428572
303,1,171.7,72,171.7,1,5,171.7
1,23,5266.77,2673,5266.77,23,234,228.99
281,2,348.75,179,348.75,2,20,174.375
110,6,903.87,391,903.87,6,52,150.645
214,1,304.38,117,304.38,1,43,304.38
