StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Average_Daily_Demand,Maximum_Daily_Demand,Safety_Stock,Reorder_Level,Inventory_Status
84509E,CAROUSEL PLACEMATS ,4,23.060000000000002,3,1.3333333333333333,2,21.0,9.333333333333332,Restock Soon
84509E,SET OF 4 CAROUSEL PLACEMATS ,66,116.85,6,11.0,60,630.0,77.0,Restock Soon
84509F,NEW ENGLAND PLACEMATS,32,120.0,10,3.2,12,126.0,22.400000000000002,Healthy
84509F,SET OF 4 NEW ENGLAND PLACEMATS,2749,2336.1,36,76.36111111111111,2664,27972.0,534.5277777777778,Healthy
84509G,FAIRY CAKE PLACEMATS ,82,315.55,27,3.037037037037037,24,252.0,21.25925925925926,Healthy
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,207,794.41,68,3.0441176470588234,12,126.0,21.308823529411764,Healthy
84509a,ENGLISH ROSE PLACEMATS,2,15.56,1,2.0,2,21.0,14.0,Restock Soon
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,7,53.34,6,1.1666666666666667,2,21.0,8.166666666666668,Restock Soon
84509c,DOTTY PLACEMATS ,1,7.78,1,1.0,1,10.5,7.0,Restock Soon
84509c,SET OF 4 DOTTY PLACEMATS ,15,114.3,11,1.3636363636363635,2,21.0,9.545454545454545,Healthy
84509c,SET OF 4 POLKADOT PLACEMATS ,14,106.68,9,1.5555555555555556,3,31.5,10.88888888888889,Healthy
84509e,SET OF 4 CAROUSEL PLACEMATS ,2,15.24,1,2.0,2,21.0,14.0,Restock Soon
84510A,SET OF 4 ENGLISH ROSE COASTERS,1235,1668.8899999999999,241,5.124481327800829,30,315.0,35.871369294605806,Overstock
84510B,SET OF 4 FAIRY CAKES COASTERS ,1171,1481.05,147,7.965986394557823,100,1050.0,55.76190476190476,Healthy
84510C,SET OF 4 POLKADOT COASTERS,21,28.77,8,2.625,10,105.0,18.375,Healthy
84510C,SET OF 4 POLKADOTS COASTERS,122,164.0,40,3.05,20,210.0,21.349999999999998,Healthy
84510E,SET OF 4 GREEN CAROUSEL COASTERS,114,69.48,12,9.5,100,1050.0,66.5,Healthy
84510F,SET OF 4 NEW ENGLAND COASTERS ,1099,432.75,38,28.92105263157895,1000,10500.0,202.44736842105263,Healthy
84510a,SET OF 4 ENGLISH ROSE COASTERS,23,57.73,19,1.2105263157894737,2,21.0,8.473684210526315,Healthy
84510b,SET OF 4 FAIRY CAKES COASTERS ,1,2.15,1,1.0,1,10.5,7.0,Restock Soon
84510c,SET OF 4 POLKADOT COASTERS,9,22.589999999999996,5,1.8,3,31.5,12.6,Restock Soon
84510c,SET OF 4 POLKADOTS COASTERS,10,25.099999999999998,8,1.25,2,21.0,8.75,Healthy
84510e,SET OF 4 GREEN CAROUSEL COASTERS,13,32.629999999999995,5,2.6,6,63.0,18.2,Restock Soon
84519A,TOMATO CHARLIE+LOLA COASTER SET,695,1906.5100000000002,117,5.94017094017094,56,588.0,41.58119658119658,Healthy
84519B,CARROT CHARLIE+LOLA COASTER SET,398,1127.97,89,4.47191011235955,60,630.0,31.30337078651685,Healthy
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,6898,5870.0,653,10.579754601226995,576,6048.0,74.05828220858896,Healthy
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,699,639.47,94,7.4361702127659575,96,1008.0,52.0531914893617,Healthy
84520b,PACK 20 ENGLISH ROSE PAPER NAPKINS,110,257.4,10,11.0,37,388.5,77.0,Healthy
84522,PINK PARTY SUNGLASSES,167,277.05,15,11.133333333333333,100,1050.0,77.93333333333334,Healthy
84526,GIANT BLACK SUNGLASSES,538,1503.6399999999999,34,15.823529411764707,450,4725.0,110.76470588235294,Healthy
84527,FLAMES SUNGLASSES PINK LENSES,25,51.01,14,1.7857142857142858,4,42.0,12.5,Healthy
84529A,PINK KNITTED KIDS RUCKSACK,50,290.78,19,2.6315789473684212,8,84.0,18.42105263157895,Healthy
84529B,BLUE KNITTED KID'S RUCKSACK,13,62.35,5,2.6,5,52.5,18.2,Restock Soon
84529C,YELLOW KNITTED KIDS RUCKSACK,78,414.74,37,2.108108108108108,7,73.5,14.756756756756754,Healthy
84531A,PINK KNITTED EGG COSY,50,104.36999999999999,18,2.7777777777777777,6,63.0,19.444444444444443,Healthy
84531B,BLUE KNITTED EGG COSY,43,86.2,16,2.6875,6,63.0,18.8125,Healthy
84532B,FAIRY CAKES RECTANGLUAR BOXES,54,417.58,31,1.7419354838709677,5,52.5,12.193548387096774,Healthy
84533B,FAIRY CAKES ROUND NESTING BOXES,59,377.93,24,2.4583333333333335,6,63.0,17.208333333333336,Healthy
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,817,773.8599999999999,186,4.39247311827957,24,252.0,30.74731182795699,Overstock
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,4,6.64,3,1.3333333333333333,2,21.0,9.333333333333332,Restock Soon
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,208,160.37,43,4.837209302325581,16,168.0,33.860465116279066,Healthy
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1379,916.33,180,7.661111111111111,144,1512.0,53.62777777777778,Healthy
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2052,936.3199999999999,287,7.149825783972125,75,787.5,50.048780487804876,Overstock
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1439,695.77,233,6.175965665236052,32,336.0,43.231759656652365,Overstock
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,11,8.91,8,1.375,4,42.0,9.625,Healthy
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,8,6.48,4,2.0,5,52.5,14.0,Restock Soon
84537B,FAIRY CAKES GIFT BAG,117,49.14,11,10.636363636363637,25,262.5,74.45454545454545,Healthy
84539,KNITTED RABBIT DOLL ,39,64.35,10,3.9,12,126.0,27.3,Healthy
84546,CROCHET POODLE KEYRING,21,34.65,3,7.0,12,126.0,49.0,Restock Soon
84548,CROCHET BEAR RED/BLUE  KEYRING,26,42.9,9,2.888888888888889,12,126.0,20.22222222222222,Healthy
84549,CROCHET WHITE RABBIT KEYRING ,37,67.89,9,4.111111111111111,12,126.0,28.777777777777775,Healthy
84550,CROCHET LILAC/RED BEAR KEYRING,14,23.1,4,3.5,7,73.5,24.5,Restock Soon
84551,CROCHET DOG KEYRING,26,42.9,6,4.333333333333333,12,126.0,30.333333333333332,Restock Soon
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,47,133.85000000000002,16,2.9375,12,126.0,20.5625,Healthy
84558A,3D DOG PICTURE PLAYING CARDS,978,2800.0200000000004,128,7.640625,288,3024.0,53.484375,Healthy
84558a,3D DOG PICTURE PLAYING CARDS,18,107.68,16,1.125,3,31.5,7.875,Healthy
84559A,3D SHEET OF DOG STICKERS,959,849.3499999999999,144,6.659722222222222,72,756.0,46.61805555555556,Healthy
84559B,3D SHEET OF CAT STICKERS,997,884.73,148,6.736486486486487,72,756.0,47.15540540540541,Healthy
84559D,3D SHEET OF SEA WORLD STICKERS,147,126.71,31,4.741935483870968,18,189.0,33.193548387096776,Healthy
84559a,3D SHEET OF DOG STICKERS,30,50.699999999999996,20,1.5789473684210527,4,42.0,11.052631578947368,Healthy
84559b,3D SHEET OF CAT STICKERS,10,16.9,6,1.6666666666666667,3,31.5,11.666666666666668,Restock Soon
84559d,3D SHEET OF SEA WORLD STICKERS,2,3.38,1,2.0,2,21.0,14.0,Restock Soon
84562A,PINK/WHITE RIBBED MELAMINE JUG,167,1362.3600000000001,76,2.1973684210526314,16,168.0,15.38157894736842,Healthy
84562B,BLUE/WHITE RIBBED MELAMINE JUG,10,106.59,7,1.4285714285714286,2,21.0,10.0,Healthy
84563A,PINK & WHITE BREAKFAST TRAY,46,333.16,29,1.5862068965517242,6,63.0,11.10344827586207,Healthy
84563B,BLUE & WHITE BREAKFAST TRAY,35,249.69,22,1.5909090909090908,3,31.5,11.136363636363637,Healthy
84564,6 SEGMENT COLOURED SNACK BOWL ,21,175.48000000000002,11,1.9090909090909092,6,63.0,13.363636363636363,Healthy
84567,FROSTED GLASS WITH SILVER SURROUND,9,14.85,1,9.0,9,94.5,63.0,Restock Soon
84568,GIRLS ALPHABET IRON ON PATCHES ,24692,5139.58,166,148.74698795180723,2880,30240.0,1041.2289156626507,Healthy
84569A,PACK 3 IRON ON DOG PATCHES,282,366.6,50,5.64,24,252.0,39.48,Healthy
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,373,470.03,60,6.216666666666667,21,220.5,43.516666666666666,Healthy
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,414,583.68,88,4.704545454545454,12,126.0,32.93181818181818,Overstock
84569D,PACK 6 HEART/ICE-CREAM PATCHES,577,755.69,86,6.709302325581396,36,378.0,46.96511627906977,Healthy
84570B,WHITE SATIN DRESS JEWEL STAND,4,19.8,2,2.0,3,31.5,14.0,Restock Soon
84572,6 HOOK JEWEL STAND LILAC DRESS,1,8.49,1,1.0,1,10.5,7.0,Restock Soon
84575A,PINK DOG CANNISTER,10,59.5,9,1.1111111111111112,2,21.0,7.777777777777779,Healthy
84575B,BROWN DOG CANNISTER W BONE,4,23.8,3,1.3333333333333333,2,21.0,9.333333333333332,Restock Soon
84576,BLUE CAT BISCUIT BARREL PINK HEART,30,188.72,15,2.0,6,63.0,14.0,Healthy
84578,ELEPHANT TOY WITH BLUE T-SHIRT,222,854.91,112,1.9821428571428572,9,94.5,13.875,Overstock
84580,MOUSE TOY WITH PINK T-SHIRT,693,2666.02,290,2.389655172413793,12,126.0,16.72758620689655,Overstock
84581,DOG TOY WITH PINK CROCHET SKIRT,324,1230.44,149,2.174496644295302,12,126.0,15.221476510067113,Overstock
84582,PINK CROCHET CAT WITH SCARF,14,59.5,11,1.2727272727272727,2,21.0,8.909090909090908,Healthy
84584,PINK GINGHAM CAT WITH SCARF,138,382.24,45,3.066666666666667,12,126.0,21.46666666666667,Healthy
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",15,44.25000000000001,9,1.6666666666666667,3,31.5,11.666666666666668,Healthy
84592,CROCHET ROSE PURSE WITH SUEDE BACK,97,295.16,25,3.88,12,126.0,27.16,Healthy
84593,CROCHET ROSE DES CLOTHES HANGER,20,59.0,6,3.3333333333333335,10,105.0,23.333333333333336,Restock Soon
84595B,LARGE TRIFLE DESIGN L BLUE BOWL,230,408.9,16,14.375,96,1008.0,100.625,Healthy
84595E,LARGE TORTILLA DESIGN RED BOWL,289,568.89,21,13.761904761904763,96,1008.0,96.33333333333334,Healthy
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1221,1558.52,208,5.898550724637682,72,756.0,41.28985507246377,Healthy
84596E,SMALL LICORICE DES PINK BOWL,568,733.67,127,4.507936507936508,72,756.0,31.555555555555557,Healthy
84596F,SMALL MARSHMALLOWS PINK BOWL,994,1265.35,169,5.881656804733728,72,756.0,41.171597633136095,Healthy
84596G,SMALL CHOCOLATES PINK BOWL,376,498.75,108,3.4814814814814814,24,252.0,24.37037037037037,Healthy
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,72,80.62,10,7.2,56,588.0,50.4,Healthy
84596J,MIXED NUTS LIGHT GREEN BOWL,245,331.56,73,3.356164383561644,24,252.0,23.493150684931507,Healthy
84596K,JELLY BABIES YELLOW SMALL BOWL,428,543.41,93,4.602150537634409,72,756.0,32.215053763440864,Healthy
84596L,BISCUITS SMALL BOWL LIGHT BLUE,286,390.84,87,3.2873563218390807,24,252.0,23.011494252873565,Healthy
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,6,15.059999999999999,5,1.5,3,31.5,10.5,Restock Soon
84596e,SMALL LICORICE DES PINK BOWL,25,62.74999999999999,16,1.5625,7,73.5,10.9375,Healthy
84596f,SMALL MARSHMALLOWS PINK BOWL,3,7.529999999999999,2,1.5,2,21.0,10.5,Restock Soon
84596g,SMALL CHOCOLATES PINK BOWL,2,5.02,1,2.0,2,21.0,14.0,Restock Soon
84596j,MIXED NUTS LIGHT GREEN BOWL,2,5.02,2,1.0,1,10.5,7.0,Restock Soon
84597B,RETRO BROWN BALL ASHTRAY ,164,208.12,22,7.454545454545454,24,252.0,52.18181818181818,Healthy
84597C,RETRO PINK BALL ASHTRAY ,319,394.73,32,9.96875,24,252.0,69.78125,Healthy
84598,BOYS ALPHABET IRON ON PATCHES,18824,3814.42,122,154.29508196721312,2880,30240.0,1080.065573770492,Healthy
84599,CANDY STRIPE ROSE FLOOR CUSHION,15,160.15,6,2.5,4,42.0,17.5,Restock Soon
84600,NEW BAROQUE JEWELLERY BOX ,55,471.38,27,2.037037037037037,16,168.0,14.25925925925926,Healthy
84601A,NEW BAROQUE IVORY CUSHION COVER ,260,638.34,15,17.333333333333332,150,1575.0,121.33333333333333,Healthy
84608,ORNATE EDWARDIAN CANDLE HOLDER,6,47.7,4,1.5,2,21.0,10.5,Restock Soon
84609,TALL ROCOCO CANDLE HOLDER,51,535.63,19,2.6842105263157894,8,84.0,18.789473684210527,Healthy
84611B,BLACK NEW BAROQUE FLOCK BOX,7,41.65,4,1.75,2,21.0,12.25,Restock Soon
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,20,51.0,4,5.0,6,63.0,35.0,Restock Soon
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,16,74.4,7,2.2857142857142856,3,31.5,16.0,Healthy
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,62,258.06,12,5.166666666666667,36,378.0,36.16666666666667,Healthy
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,17,124.83,10,1.7,2,21.0,11.9,Healthy
84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,3,17.85,1,3.0,3,31.5,21.0,Restock Soon
84615,PINK ROUND BUTTERFLY MIRROR ,240,748.48,21,11.428571428571429,40,420.0,80.0,Healthy
84616,SILVER ROCCOCO CHANDELIER,58,968.3,16,3.625,16,168.0,25.375,Healthy
84617, NEW BAROQUE BLACK BOXES,6,76.5,3,2.0,3,31.5,14.0,Restock Soon
84617,NEW BAROQUE BLACK BOXES,2,25.5,1,2.0,2,21.0,14.0,Restock Soon
84619,BLUE GINGHAM ROSE QUILT ,72,1622.96,29,2.4827586206896552,8,84.0,17.379310344827587,Healthy
84620,BLUE GINGHAM ROSE CUSHION COVER,119,734.71,49,2.4285714285714284,8,84.0,17.0,Healthy
84621,BLUE GINGHAM ROSE FLOOR CUSHION ,29,247.26,15,1.9333333333333333,4,42.0,13.533333333333333,Healthy
84622,PINK GINGHAM ROSE CUSHION COVER,23,152.6,9,2.5555555555555554,5,52.5,17.888888888888886,Healthy
84623,PINK GINGHAM ROSE FLOOR CUSHION,56,310.44,14,4.0,16,168.0,28.0,Healthy
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,383,682.01,47,8.148936170212766,48,504.0,57.04255319148936,Healthy
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,180,279.0,17,10.588235294117647,24,252.0,74.11764705882352,Healthy
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,355,593.96,43,8.255813953488373,48,504.0,57.79069767441861,Healthy
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,650,793.34,51,12.745098039215685,48,504.0,89.21568627450979,Healthy
84626,CANDY STRIPE ROSE QUILT,1,45.95,1,1.0,1,10.5,7.0,Restock Soon
84627,CANDY STRIPE ROSE C/COVER ,50,297.5,19,2.6315789473684212,14,147.0,18.42105263157895,Healthy
84629,WHITE 3 FRAME BIRDS AND TREE ,4,87.8,3,1.3333333333333333,2,21.0,9.333333333333332,Restock Soon
84630,FLOWERS AND BIRDS WALL PLAQUE,2,15.9,1,2.0,2,21.0,14.0,Restock Soon
84631,FRUIT TREE AND BIRDS WALL PLAQUE,248,765.58,26,9.538461538461538,144,1512.0,66.76923076923077,Healthy
84632,DECORATIVE HANGING SHELVING UNIT,9,499.55,6,1.5,4,42.0,10.5,Restock Soon
84637,KITCHEN FLOWER POTS WALL PLAQUE,470,847.62,32,14.6875,240,2520.0,102.8125,Healthy
84638,SMALL KITCHEN FLOWER POTS PLAQUE,350,770.05,32,10.9375,160,1680.0,76.5625,Healthy
84648,NEW BAROQUE WALL MIRROR,1,12.75,1,1.0,1,10.5,7.0,Restock Soon
84653,GREEN ROSE QUILT ,14,750.48,12,1.1666666666666667,2,21.0,8.166666666666668,Healthy
84656,WHITE ROSE C/COVER,22,130.9,13,1.6923076923076923,4,42.0,11.846153846153847,Healthy
84657,GREEN ROSE CUSHION COVER,246,517.48,20,12.3,91,955.5,86.10000000000001,Healthy
84658,WHITE STITCHED CUSHION COVER,168,863.88,45,3.7333333333333334,24,252.0,26.133333333333333,Healthy
84659A,WHITE TRAVEL ALARM CLOCK,329,845.9499999999999,143,2.300699300699301,12,126.0,16.104895104895107,Overstock
84660A,WHITE STITCHED WALL CLOCK,17,71.81,9,1.8888888888888888,4,42.0,13.222222222222221,Healthy
84660B,BLACK STITCHED WALL CLOCK,38,166.2,21,1.8095238095238095,4,42.0,12.666666666666666,Healthy
84660C,PINK STITCHED WALL CLOCK,65,302.28,41,1.5853658536585367,5,52.5,11.097560975609756,Healthy
84660a,WHITE STITCHED WALL CLOCK,3,22.86,3,1.0,1,10.5,7.0,Restock Soon
84660b,BLACK STITCHED WALL CLOCK,6,45.72,5,1.2,2,21.0,8.4,Restock Soon
84660c,PINK STITCHED WALL CLOCK,16,121.92,15,1.0666666666666667,2,21.0,7.466666666666667,Healthy
84661A,WHITE SQUARE TABLE CLOCK,118,141.2,23,5.130434782608695,24,252.0,35.91304347826087,Healthy
84661B,BLACK SQUARE TABLE CLOCK,129,235.04,23,5.608695652173913,24,252.0,39.26086956521739,Healthy
84661C,PINK SQUARE TABLE CLOCK,79,74.91,11,7.181818181818182,24,252.0,50.27272727272727,Healthy
84661a,WHITE SQUARE TABLE CLOCK,1,5.06,1,1.0,1,10.5,7.0,Restock Soon
84661c,PINK SQUARE TABLE CLOCK,2,10.12,2,1.0,1,10.5,7.0,Restock Soon
84663A,GRASS HOPPER WOODEN WALL CLOCK ,103,384.09000000000003,32,3.21875,30,315.0,22.53125,Healthy
84664,CHERRY BLOSSOM BATHROOM CABINET,193,955.35,51,3.784313725490196,16,168.0,26.49019607843137,Healthy
84665,SQUARE CHERRY BLOSSOM CABINET,125,763.75,31,4.032258064516129,20,210.0,28.225806451612904,Healthy
84666,SQUARE CHERRY BLOSSOM CABINET,202,797.9000000000001,29,6.9655172413793105,30,315.0,48.758620689655174,Healthy
84670,JAPANESE CROCHETED ANIMAL,5196,2128.72,182,28.54945054945055,432,4536.0,199.84615384615387,Healthy
84671B,CROCHET BEAR WITH BLUE STRIPES,109,306.77,32,3.40625,12,126.0,23.84375,Healthy
84673A,PINK FLY SWAT,408,251.12,56,7.285714285714286,96,1008.0,51.0,Healthy
84673B,BLUE FLY SWAT,328,239.8,70,4.685714285714286,24,252.0,32.800000000000004,Healthy
84674,FLYING PIG WATERING CAN,274,732.59,61,4.491803278688525,48,504.0,31.442622950819672,Healthy
84675,FROG KING WATERING CAN,197,545.1600000000001,60,3.283333333333333,48,504.0,22.983333333333334,Healthy
84676,BATH DUCK WATERING CAN,848,2102.46,110,7.709090909090909,156,1638.0,53.96363636363636,Healthy
84678,CLASSICAL ROSE SMALL VASE,478,941.6,71,6.732394366197183,48,504.0,47.12676056338028,Healthy
84679,CLASSICAL ROSE TABLE LAMP,8,47.6,2,4.0,4,42.0,28.0,Restock Soon
84680,CLASSICAL ROSE URN,94,372.3,17,5.529411764705882,43,451.5,38.705882352941174,Healthy
84682,CLASSICAL ROSE DISH,295,596.94,49,6.020408163265306,72,756.0,42.14285714285714,Healthy
84683,CLASSICAL ROSE CANDLESTAND,368,387.16,36,10.222222222222221,96,1008.0,71.55555555555554,Healthy
84684,BEACH HUT PHOTO FRAME,609,720.6999999999999,40,15.225,134,1407.0,106.575,Healthy
84685,BEACH HUT KEY CABINET,404,1207.83,107,3.7757009345794392,32,336.0,26.429906542056074,Healthy
84686,BEACH HUT MIRROR,340,961.4,68,5.074626865671642,96,1008.0,35.5223880597015,Healthy
84687,BEACH HUT SHELF W 3 DRAWERS,233,703.63,42,5.682926829268292,80,840.0,39.78048780487805,Healthy
84688,BEACH HUT DESIGN BLACKBOARD,381,1110.45,66,5.7727272727272725,72,756.0,40.40909090909091,Healthy
84689,S/2 BEACH HUT TREASURE CHESTS,309,732.95,38,8.131578947368421,84,882.0,56.921052631578945,Healthy
84690,S/2 BEACH HUT STOOLS,27,214.65,14,1.9285714285714286,6,63.0,13.5,Healthy
84691,PACK 20 DOLLY PEGS,2505,2051.0,231,10.844155844155845,240,2520.0,75.9090909090909,Healthy
84692,BOX OF 24 COCKTAIL PARASOLS,11527,5187.56,568,20.401769911504424,400,4200.0,142.81238938053096,Overstock
84705A,ENGLISH ROSE PHOTO FRAME ,14,65.10000000000001,7,2.0,4,42.0,14.0,Healthy
84705B,FAIRY CAKES PHOTO FRAME,84,113.27,3,28.0,59,619.5,196.0,Restock Soon
84705C,PINK FLOCK PHOTO FRAME ,150,212.33,7,21.428571428571427,120,1260.0,150.0,Healthy
84705D,CHERRY BLOSSOM PHOTO FRAME ,22,97.9,14,1.5714285714285714,6,63.0,11.0,Healthy
84705F,RED PEONY PHOTO FRAME ,8,37.2,5,1.6,2,21.0,11.200000000000001,Restock Soon
84705b,FAIRY CAKES PHOTO FRAME,2,6.86,2,1.0,1,10.5,7.0,Restock Soon
84706A,ENGLISH ROSE TABLE CLOCK,137,325.88,7,19.571428571428573,82,861.0,137.0,Healthy
84706B,FAIRY CAKES TABLE CLOCK,20,188.73,9,2.2222222222222223,4,42.0,15.555555555555557,Healthy
84706C,PINK FLOCK TABLE CLOCK ,84,170.8,4,21.0,35,367.5,147.0,Restock Soon
84706D,CHERRY BLOSSOM TABLE CLOCK ,213,488.48999999999995,13,16.384615384615383,48,504.0,114.69230769230768,Healthy
84706F,RED PEONY TABLE CLOCK,18,161.1,7,2.5714285714285716,4,42.0,18.0,Healthy
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,34,390.45,20,1.7,4,42.0,11.9,Healthy
84707B,PINK JEWELLED MIRROR TRINKET TRAY,47,426.39,35,1.3428571428571427,4,42.0,9.399999999999999,Healthy
84708B,PINK JEWELLED PHOTO FRAME ,80,406.44,34,2.3529411764705883,12,126.0,16.47058823529412,Healthy
84709A,SILVER OVAL JEWELLED MIRROR,23,136.85,13,1.7692307692307692,4,42.0,12.384615384615383,Healthy
84709B,PINK OVAL JEWELLED MIRROR,158,907.38,77,2.051948051948052,24,252.0,14.363636363636363,Healthy
84711A,SILVER OVAL SHAPE TRINKET BOX,19,189.04999999999998,8,2.375,4,42.0,16.625,Healthy
84711B,PINK OVAL SHAPE TRINKET BOX,19,171.07,17,1.1176470588235294,2,21.0,7.8235294117647065,Healthy
84712B,PINK JEWELLED PHOTO FRAME,71,559.45,41,1.7317073170731707,6,63.0,12.121951219512194,Healthy
84715,SET OF 6 ICE CREAM SKITTLES,225,687.69,44,5.113636363636363,16,168.0,35.79545454545455,Healthy
84720,DOT MATRIX CANVAS ART PICTURE,35,147.05,3,11.666666666666666,22,231.0,81.66666666666666,Restock Soon
84721,MANHATTAN CANVAS ART PICTURE,20,87.8,2,10.0,19,199.5,70.0,Restock Soon
84723,CHERRY BLOSSOM CANVAS ART PICTURE,13,103.35000000000001,6,2.1666666666666665,5,52.5,15.166666666666666,Restock Soon
84725,FREESTYLE CANVAS ART PICTURE,94,181.1,12,7.833333333333333,48,504.0,54.83333333333333,Healthy
84726,LILLIES CANVAS PICTURE,233,394.85,5,46.6,121,1270.5,326.2,Restock Soon
84731,3 BIRDS CANVAS SCREEN,1,1.65,1,1.0,1,10.5,7.0,Restock Soon
84732B,CUTE BIRD CEATURE SCREEN,6,9.899999999999999,4,1.5,3,31.5,10.5,Restock Soon
84732D,CUTE RABBIT CEATURE SCREEN ,4,6.6,4,1.0,1,10.5,7.0,Restock Soon
84741C,CITRUS GARLAND FELT FLOWERS ,125,255.14,37,3.3783783783783785,20,210.0,23.64864864864865,Healthy
84743C,ORANGE FELT VASE + FLOWERS,8,10.0,4,2.0,3,31.5,14.0,Restock Soon
84744,S/6 SEW ON CROCHET FLOWERS,58,73.76,17,3.411764705882353,12,126.0,23.88235294117647,Healthy
84745A,PINK HANGING GINGHAM EASTER HEN,40,16.8,10,4.0,10,105.0,28.0,Healthy
84745B,BLUE HANGING GINGHAM EASTER HEN,51,21.42,12,4.25,10,105.0,29.75,Healthy
84746,PINK EASTER HENS+FLOWER,9,33.75,7,1.2857142857142858,2,21.0,9.0,Healthy
84748,FOLK FELT HANGING MULTICOL GARLAND,966,1210.26,32,30.1875,288,3024.0,211.3125,Healthy
84750A,PINK SMALL GLASS CAKE STAND,520,1142.4299999999998,104,5.0,96,1008.0,35.0,Healthy
84750B,BLACK SMALL GLASS CAKE STAND,548,1087.03,66,8.303030303030303,64,672.0,58.12121212121212,Healthy
84751B,BLACK MEDIUM GLASS CAKE STAND,21,78.75,11,1.9090909090909092,6,63.0,13.363636363636363,Healthy
84753A,PINK EAU DE COLOGNE BOTTLE,97,92.16999999999999,24,4.041666666666667,12,126.0,28.291666666666668,Healthy
84754,S/15 SILVER GLASS BAUBLES IN BAG,1653,2082.93,171,9.666666666666666,144,1512.0,67.66666666666666,Healthy
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,24302,14899.6,650,37.387692307692305,1440,15120.0,261.71384615384613,Healthy
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,5,74.75,4,1.25,2,21.0,8.75,Restock Soon
84760L,LARGE HANGING GLASS+ZINC LANTERN,560,896.0,1,560.0,560,5880.0,3920.0,Restock Soon
84760S,SMALL HANGING GLASS+ZINC LANTERN,191,315.26,29,6.586206896551724,24,252.0,46.10344827586207,Healthy
84761,IVORY HANGING BIRD PLANTER ,276,768.8499999999999,61,4.524590163934426,24,252.0,31.67213114754098,Healthy
84762A,WHITE PICNIC BARBECUE BUCKET,59,517.4300000000001,29,2.0344827586206895,8,84.0,14.241379310344826,Healthy
84762B,PINK PICNIC BARBECUE BUCKET,113,837.77,48,2.3541666666666665,16,168.0,16.479166666666664,Healthy
84762C,GREEN PICNIC BARBECUE BUCKET,105,761.25,43,2.441860465116279,8,84.0,17.093023255813954,Healthy
84763,ZINC FINISH 15CM PLANTER POTS,1037,1291.45,118,8.788135593220339,96,1008.0,61.516949152542374,Healthy
84765,SILVER ROCOCO CANDELABRA,9,140.23,6,1.5,3,31.5,10.5,Restock Soon
84766,SILVER ROCOCO CANDLE STICK,54,297.3,13,4.153846153846154,24,252.0,29.07692307692308,Healthy
84767,ZINC POLICE BOX LANTERN,195,806.22,6,32.5,187,1963.5,227.5,Restock Soon
84770,ROUND GEORGIAN SILVER MIRROR,135,419.25000000000006,16,8.4375,30,315.0,59.0625,Healthy
84773,RED ROSE AND LACE C/COVER,190,560.5,48,3.9583333333333335,18,189.0,27.708333333333336,Healthy
84782A,PINK 3 TIER GLASS PLATE STAND,119,840.45,26,4.576923076923077,16,168.0,32.03846153846153,Healthy
84782B,BLACK 3 TIER GLASS PLATE STAND,10,127.5,6,1.6666666666666667,4,42.0,11.666666666666668,Restock Soon
84782C,GREEN 3 TIER GLASS PLATE STAND,74,509.9,18,4.111111111111111,8,84.0,28.777777777777775,Healthy
84789,ENCHANTED BIRD PLANT CAGE,260,925.29,77,3.3766233766233764,32,336.0,23.636363636363633,Healthy
84791,GINGHAM HEART DECORATION,334,1086.13,106,3.150943396226415,24,252.0,22.056603773584904,Healthy
84792,ENCHANTED BIRD COATHANGER 5 HOOK,1492,6284.7300000000005,289,5.162629757785467,120,1260.0,36.13840830449827,Healthy
